,Hoax Words,Frequency
1624,corner,2
1625,coron,6
1626,corona,782
1627,coronalah,1
1628,coronan,1
1629,coronany,1
1630,coronanya,2
1631,coronavirus,8
1632,corpus,1
1633,correction,1
1634,corrupt,1
1635,corruption,1
1636,coruna,2
1637,corvid,1
1638,cottage,1
1639,couldn,1
1640,council,1
1641,count,13
1642,counting,1
1643,cour,1
1644,cov,4
1645,cover,10
1646,covernya,1
1647,covi,1
1648,covid,169
1649,covidhoax9,43
1650,cowok2,1
1651,coy,2
1652,cp,3
1653,cpns,10
1654,crash,2
1655,creative,9
1656,creator,12
1657,creators,7
1658,crib,2
1659,crime,2
1660,crisis,1
1661,critanya,1
1662,crow,1
1663,crowd,1
1664,crowdfunding,1
1665,crut2kanlah,1
1666,crutno,1
1667,cu,3
1668,cuan,6
1669,cuat,1
1670,cuci,6
1671,cucok,1
1672,cuek,6
1673,cuil,1
1674,cuit,22
1675,cuita,1
1676,cuitanya,7
1677,cukup,2
1678,culi,1
1679,culik,2
1680,culture,2
1681,cum,2
1682,cupcake,1
1683,cuplik,1
1684,cur,1
1685,curah,1
1686,curang,22
1687,curcumin,1
1688,curhatan,2
1689,curi,8
1690,curiga,3
1691,current,1
1692,curry,1
1693,curva,1
1694,curve,2
1695,customs,1
1696,cute,1
1697,cuuuyy,1
1698,cuy,1
1699,cyanida,1
1700,cyber,3
1701,cyberbullying,2
1702,cyrus,2
1703,d4sar,1
1704,d4validvalid,1
1705,daanish,1
1706,dada,2
1707,dadak,1
1708,daddies,1
1709,daer,2
1710,daera,1
1711,daerah,8
1712,daerah2,3
1713,dafta,1
1714,daftar,15
1715,dagang,5
1716,dagel,3
1717,dahal,1
1718,dahhh,1
1719,dahlan,5
1720,dahnil,1
1721,dahsyat,1
1722,dahulu,2
1723,dajjal,1
1724,dakan,1
1725,daki,3
1726,dakta,2
1727,dakwa,3
1728,dakwah,2
1729,dal,1
1730,dalam,12
1731,dalang,1
1732,dalem,3
1733,dalila,2
1734,dalj,1
1735,dama,1
1736,damai,5
1737,damang,1
1738,damkar,2
1739,damn,1
1740,damono,7
1741,dampak,27
1742,damping,7
1743,dan,2
1744,dana,2
1745,dance,2
1746,dandim,4
1747,dangdut,1
1748,dangerous,1
1749,danila,1
1750,danilla,4
1751,danjen,1
1752,danlainnya,1
1753,danny,2
1754,danpaspampres,1
1755,danrem,1
1756,dany,1
1757,dapat,25
1758,dapet,15
1759,dapet2,1
1760,dapetin,6
1761,dapil,3
1762,dapilnya,1
1763,daqu,1
1764,dar,1
1765,darah,8
1766,darat,2
1767,darihoax2,1
1768,daring,5
1769,darullfallah,1
1770,darur,2
1771,darura,1
1772,darurat,3
1773,dasar,9
1774,dash,1
1775,data,5
1776,data2,2
1777,datang,26
1778,dateng,13
1779,datng,1
1780,dau,2
1781,daulat,5
1782,daur,2
1783,david,2
1784,davidson,1
1785,day,7
1786,daya,4
1787,dayak,2
1788,days,3
1789,dbd,6
1790,dbeliin,1
1791,dbentak,1
1792,dditakutin,1
1793,ddtangkan,1
1794,dea,2
1795,dead,2
1796,dealing,1
1797,debat,8
1798,debes,1
1799,debunk,1
1800,decla,1
1801,declare,4
1802,decor,1
1803,deddy,4
1804,dedek2nya,1
1805,dedekot,1
1806,dedeng,1
1807,dedengkot2nya,1
1808,dedikasi,4
1809,dee,1
1810,deep,4
1811,deepfake,2
1812,defending,1
1813,deg2an,2
1814,degan2,1
1815,deindustrialisasi,2
1816,deindustrilisasi,1
1817,deja,1
1818,dejavu,1
1819,deka,1
1820,dekat,23
1821,deklarasi,12
1822,dekokrasi,1
1823,delaware,1
1824,deli,1
1825,delight,1
1826,delivery,7
1827,dem,1
1828,demi,2
1829,demik,1
1830,demirp,1
1831,demis,1
1832,demistri,2
1833,demo,6
1834,democracy,2
1835,democrats,1
1836,demokarasi,1
1837,demokrasi,5
1838,demokratik,1
1839,dempo,1
1840,denda,2
1841,dendang,1
1842,dengan,2
1843,dengar,55
1844,dengki,2
1845,denial,1
1846,denmark,1
1847,denny,3
1848,dentum,1
1849,depan,22
1850,depane,1
1851,depkes,1
1852,depo,1
1853,deportasi,1
1854,deportivo,2
1855,der,1
1856,deradikalisasi,3
1857,derajat,1
1858,deras,1
1859,deret,2
1860,derita,10
1861,des,2
1862,desa,6
1863,desa2,2
1864,desak,5
1865,desmond,1
1866,desta,4
1867,destroy,1
1868,detect,1
1869,deteksi,17
1870,detik2,1
1871,detiknews,1
1872,detoks,4
1873,dettol,3
1874,dewandaru,1
1875,dewanti,1
1876,dewasa,2
1877,dewe,3
1878,dewisya,3
1879,dgan,1
1880,dha,1
1881,dhaka,1
1882,dharma,2
1883,dharmawangsa,1
1884,dhino,2
1885,dhuancuk,1
1886,dhukun,3
1887,dia,1
1888,diadain,2
1889,diagnosa,1
1890,diajarin,2
1891,diakse,1
1892,dialog,3
1893,diam,7
1894,diam2,4
1895,diamb,1
1896,diamond,2
1897,dian,1
1898,diangg,1
1899,dianggep,3
1900,dianterin,1
1901,diapain,1
1902,diapresi,1
1903,diapusi,2
1904,dibacain,1
1905,dibales,2
1906,dibandi,1
1907,dibatesi,1
1908,dibawa2,1
1909,dibayangin,1
1910,dibayarin,1
1911,diberitahu,2
1912,dibgambarr,1
1913,dibia,1
1914,dibiarkn,1
1915,dibikinkn,2
1916,diblacklist,1
1917,diblkng,1
1918,diblock,1
1919,dibo,1
1920,dibolehin,1
1921,dibooking,1
1922,dibully,3
1923,dibuly,1
1924,dibwh,1
1925,dictators,1
1926,didengeeeerrrr,1
1927,didenger,2
1928,didengerin,1
1929,didik,3
1930,diditu,1
1931,diduuuuu,1
1932,diem,8
1933,diem2,5
1934,dieng,5
1935,difikirkan,1
1936,digandrungin,1
1937,digimanain,1
1938,digituin,1
1939,digoblo2in,1
1940,digooglemaps,1
1941,digurbis,2
1942,dihadang,2
1943,dihadepin,1
1944,dihimbau,1
1945,dihindarin,1
1946,diijinin,1
1947,diijinkan,2
1948,diikutin,1
1949,diisutradari,1
1950,dijadiin,2
1951,dijajanin,1
1952,dijak,1
1953,dijakarta,1
1954,dijapri,1
1955,dijelasin,1
1956,dijogo,1
1957,dik,2
1958,dikab,1
1959,dikampungqu,1
1960,dikangenin,1
1961,dikarimun,1
1962,dikasusin,1
1963,dikbud,1
1964,dikejar2,8
1965,dikemanain,1
1966,dikenalin,1
1967,dikerokin,1
1968,diketatin,1
1969,dikhawatirin,1
1970,dikibulin,4
1971,dikonformasi,1
1972,dikongkon,1
1973,dikontrakin,1
1974,dikosan,1
1975,dikuliahin,1
1976,dikunjungin,1
1977,dikurang2in,1
1978,dil,5
1979,diliburin,1
1980,dilnjut,1
1981,dilockd,1
1982,dilockdown,1
1983,dilockdownpu,1
1984,dilockdwon,1
1985,dilulusin,1
1986,dimajuin,1
1987,dimaksimalka,1
1988,dimalkumi,1
1989,dimana2,5
1990,dimanaa,1
1991,dimanfaatin,1
1992,dimasukkin,1
1993,dimata2i,1
1994,dimn,2
1995,dimnakah,1
1996,din,1
1997,dinaikin,1
1998,dinas,25
1999,dine,3
2000,dinggap,1
2001,dingin,3
2002,dinhari,1
2003,dinkes,11
2004,dinomorduakan,1
2005,dinoyo,15
2006,dinsos,1
2007,dinyinyirin,1
2008,diobrolin,1
2009,diomongin,1
2010,dipa,1
2011,dipake,7
2012,dipamerin,1
2013,dipengaruhin,1
2014,diperbolehka,1
2015,diperhitungk,1
2016,diperiksaa,1
2017,dipertanggungjawabkan,1
2018,dipijitin,1
2019,dipikirin,2
2020,dipilkada,1
2021,dipilpres,1
2022,dipisahin,1
2023,diplesetin,1
2024,diposting,2
2025,diprofiling,1
2026,dipublish,2
2027,dipuji2,1
2028,dipulangin,1
2029,dipungkiri,1
2030,dipush,1
2031,dir,1
2032,dirahasiain,2
2033,dirasain,1
2034,director,1
2035,direspon,5
2036,diretweet,2
2037,direview,1
2038,diri,18
2039,diributin,1
2040,dirjen,5
2041,diruaisi,1
2042,diruqiyah,1
2043,disagree,1
2044,disalahin,1
2045,disalahpahami,1
2046,disangk,1
2047,disape,1
2048,disbud,1
2049,discussions,3
2050,disease,2
2051,disebarluaskan,1
2052,disebutin,3
2053,disemarang,1
2054,disemprot2,1
2055,dishare,3
2056,dishub,5
2057,disiapin,1
2058,disimpen,1
2059,disinfectan,3
2060,disinfectant,2
2061,disinformation,1
2062,diskominfo,1
2063,diskredit,1
2064,diskrim,2
2065,diskriminasi,1
2066,diskursus,1
2067,diskus,2
2068,diskusi,2
2069,disosmed,1
2070,dispendukcapil,1
2071,disperindag,1
2072,disposable,1
2073,distancing,16
2074,distribusi,1
2075,distrust,1
2076,disuapin,1
2077,disumpahin,2
2078,disuratin,1
2079,diswab,1
2080,dita,1
2081,ditag,1
2082,ditambaall,1
2083,ditanggani,1
2084,ditangkep,1
2085,ditanyain,2
2086,ditebengin,1
2087,ditegasin,1
2088,ditek,1
2089,ditembat,1
2090,ditemenin,3
2091,ditemuin,2
2092,ditgh,2
2093,ditmbah,1
2094,ditmpat,1
2095,ditrace,1
2096,ditreskrimsus,1
2097,ditud,1
2098,ditugasin,1
2099,dituker2,1
2100,ditutup2i,4
2101,ditutup2in,2
2102,ditutupin,3
2103,ditutupin2,2
2104,diumpetin,2
2105,diumumin,2
2106,diupdate,1
2107,diut,1
2108,diviralkan,2
2109,diwoco,1
2110,djalil,1
2111,djarot,1
2112,djay,2
2113,djoko,6
2114,dk,4
2115,dkat,1
2116,dkh,5
2117,dkrth,1
2118,dksi,1
2119,dkt,1
2120,dll,23
2121,dlo,1
2122,dlu,9
2123,dluan,1
2124,dmana,1
2125,dmlg,1
2126,dna,3
2127,doa,16
2128,doaibu,1
2129,doain,7
2130,dodol,1
2131,doi,1
2132,dokbil,1
2133,dokrin,1
2134,dokte,1
2135,dokter,4
2136,dokter2,1
2137,dokumen,1
2138,dolittle,2
2139,dollar,2
2140,dome,1
2141,dominasi,1
2142,donal,2
2143,donald,4
2144,dongeng,3
2145,dongg,2
2146,donggg,1
2147,dongggg,1
2148,dongo,1
2149,dongsss,1
2150,dongsssss,1
2151,donlod,1
2152,donor,3
2153,doorprize,1
2154,doorstop,1
2155,dop,1
2156,dor,2
2157,dorong,9
2158,dorval,1
2159,dosa,2
2160,doubbol,1
2161,download,2
2162,dowo,2
2163,doxxing,2
2164,doyan,1
2165,doyo,1
2166,dpc,3
2167,dpd,5
2168,dpikirin,1
2169,dpo,2
2170,dpr,45
2171,dprd,6
2172,dpt,18
2173,dpubmp,1
2174,dra,1
2175,drako,1
2176,drakor,1
2177,drat,1
2178,draw,2
2179,dreaming,1
2180,drg,1
2181,dri,4
2182,drinken,1
2183,drinking,1
2184,dripada,1
2185,driver,8
2186,drivernya,1
2187,driyono,1
2188,drone,2
2189,droplet,1
2190,drpda,1
2191,drugs,1
2192,dsb,7
2193,dsini,1
2194,dsks,1
2195,dst,5
2196,dtnya,1
2197,dtutup,1
2198,dtv,1
2199,dua,8
2200,dua2nya,1
2201,duaarrrr,1
2202,dubes,3
2203,duduk,4
2204,duga,13
2205,duhaa,1
2206,duhh,1
2207,duit,3
2208,duk,1
2209,duka,2
2210,duku,1
2211,dukung,96
2212,dulang,1
2213,dulundi,1
2214,dulunya,1
2215,dulur,1
2216,dulur2,4
2217,dungu,3
2218,dungu2,1
2219,dunguers,1
2220,dunguh,1
2221,duni,1
2222,dunia,8
2223,duo,85
2224,durasi,2
2225,dusta,1
2226,dustbag,1
2227,duterte,2
2228,duu,1
2229,duuuh,1
2230,duwe,1
2231,duwit,1
2232,duyormejik,1
2233,dwi,1
2234,dwika,2
2235,dwimas,1
2236,dzakiy,1
2237,dzikir,1
2238,ealahh,1
2239,eat,1
2240,ebes,1
2241,ebesku,1
2242,ebiet,21
2243,ebt,1
2244,ecek,4
2245,ecer,2
2246,ecn,1
2247,economic,2
2248,ecotraveler,1
2249,eda,13
2250,edaaan,1
2251,edar,75
2252,edhy,2
2253,ediot,1
2254,edit,4
2255,edita,1
2256,editing,1
2257,educator,2
2258,edukasi,3
2259,eee,1
2260,eeeh,1
2261,eeehhh,1
2262,eehhh,1
2263,eeiit,1
2264,efbe,1
2265,efek,3
2266,effendy,7
2267,efforts,1
2268,efilling,1
2269,efin,1
2270,efpei,1
2271,eggnoid,1
2272,ego,2
2273,egp,1
2274,eheee,1
2275,ehehe,1
2276,ehehehe,1
2277,eiiit,1
2278,eijkman,3
2279,eknm,1
2280,ekon,1
2281,ekono,2
2282,ekonomi,9
2283,ekonomiiiiiii,1
2284,ekonomin,1
2285,ekonominy,1
2286,ekor,1
2287,eks,1
2288,eksekusi,2
2289,eksen,1
2290,ekspektasi,1
2291,ekspektasinya,1
2292,eksploitasi,1
2293,eksposure,1
2294,ekspres,1
2295,ekstrim,1
2296,elections,1
2297,electoral,1
2298,electro,1
2299,electronik,1
2300,elek,1
2301,elektabilitas,2
2302,elektabilitasnya,1
2303,elektornik,1
2304,elit,12
2305,elit2,1
2306,elizabeth,2
2307,eloh,1
2308,elok2nya,1
2309,emak,10
2310,emak2,1
2311,emaknya,1
2312,emang,9
2313,emas,3
2314,embassies,1
2315,embel2,1
2316,ember2,1
2317,embong,3
2318,emboss,1
2319,emergency,1
2320,emg,8
2321,emgnya,1
2322,emha,1
2323,emil,4
2324,emka,1
2325,emnk,2
2326,emoji,1
2327,empat,7
2328,empati,1
2329,empon,2
2330,empon2,1
2331,emprit,2
2332,enabled,1
2333,enak,8
2334,enarupes,1
2335,enau,1
2336,endah,2
2337,endal,1
2338,endemik,1
2339,endeus,1
2340,endi,6
2341,endus,2
2342,endy,1
2343,eneg,1
2344,enembe,2
2345,engagement,16
2346,engkok,1
2347,engkos,1
2348,england,3
2349,english,4
2350,engumuman,1
2351,enjing,1
2352,enjoy,2
2353,enkripsi,1
2354,ent,1
2355,entertainment,6
2356,enthusiast,1
2357,entrepreneur,1
2358,enyana,1
2359,epidemi,2
2360,epidemik,1
2361,epistaksus,1
2362,epsom,1
2363,eramuslim,2
2364,erat,1
2365,erdogan,1
2366,erianto,1
2367,eric,1
2368,erik,1
2369,erop,1
2370,error,1
2371,erti,16
2372,eru,1
2373,esdm,1
2374,esemka,13
2375,esha,1
2376,eslam,1
2377,esport,2
2378,esports,7
2379,essense,1
2380,essensial,1
2381,essential,1
2382,estiani,1
2383,esuk,1
2384,etah,1
2385,eten,1
2386,ethanol,1
2387,etika,2
2388,etnik,1
2389,eui,1
2390,euro,1
2391,europe,1
2392,evakuasi,2
2393,evaluasi,1
2394,event,15
2395,events,3
2396,evidence,1
2397,evil,1
2398,ewangi,1
2399,ewei,1
2400,ewes2,1
2401,ewu,1
2402,ewuh,2
2403,excel,3
2404,excited,5
2405,excitement,1
2406,exciting,1
2407,executive,5
2408,exhibitions,3
2409,exit,6
2410,expe,1
2411,experiences,1
2412,experiencing,1
2413,experiment,1
2414,experts,2
2415,expo,4
2416,expose,1
2417,external,1
2418,eyecenter,1
2419,faasiq,1
2420,fac,1
2421,facebook,20
2422,fachri,1
2423,facial,1
2424,fackchecking,1
2425,facto,2
2426,fadli,7
2427,fadly,1
2428,fafhh,16
2429,faham,7
2430,fahira,1
2431,fahriza,1
2432,fahrudin,1
2433,fair,2
2434,faisal,21
2435,fajroel,1
2436,fak,3
2437,fakenews,1
2438,fakta,19
2439,faldo,2
2440,falsehood,2
2441,falungong,1
2442,fame,1
2443,fanbase,1
2444,fanfest,2
2445,fans2,1
2446,fansboy,2
2447,faqih,1
2448,farewell,2
2449,farhan,3
2450,fariz,1
2451,farm,1
2452,farma,14
2453,fasilitas,3
2454,fasiltas,1
2455,fatma,1
2456,favorit,2
2457,favorites,1
2458,fax,1
2459,fbr,2
2460,feature,1
2461,febby,1
2462,febian,4
2463,febina,1
2464,february,2
2465,feeling,1
2466,feelingku,1
2467,feeport,1
2468,fellas,2
2469,femi,3
2470,fengshui,3
2471,fenty,6
2472,ferdi,1
2473,ferguso,1
2474,ferrari,1
2475,ferro,1
2476,fery,1
2477,fhallawers,1
2478,fhoax,1
2479,fidalgo,1
2480,fidzuno,2
2481,field,1
2482,fight,1
2483,fighting,1
2484,figure,1
2485,fikir,1
2486,fikirkan,2
2487,filadelpia,1
2488,file,1
2489,film,1
2490,filter,1
2491,fin,1
2492,final,1
2493,financasecreditos,1
2494,finding,3
2495,finlandia,1
2496,firasat,3
2497,fis,1
2498,fisik,1
2499,fisip,3
2500,fitbar,2
2501,fitnah,5
2502,fitness,1
2503,fitriyasa,2
2504,fitur,5
2505,fksn,1
2506,flashdisk,1
2507,flashmob,1
2508,flatten,2
2509,flavors,6
2510,flawless,1
2511,flight,1
2512,fliptop,1
2513,fllwrs,1
2514,florida,1
2515,flow,1
2516,fly,1
2517,fm,3
2518,fmipa,1
2519,focus,1
2520,fokus,3
2521,follo,1
2522,folloewnya,1
2523,follower2nya,1
2524,followernya,15
2525,followernyaa,1
2526,followersnyaa,1
2527,folowernya,1
2528,folowersnya,1
2529,font,1
2530,foods,1
2531,foodtruck,1
2532,forbes,1
2533,force,16
2534,form,13
2535,formul,1
2536,fortuga,1
2537,foto,6
2538,foto2,1
2539,fotto,1
2540,foundation,1
2541,founder,9
2542,framing,8
2543,frankie,1
2544,frankly,1
2545,fransiskus,1
2546,frase,1
2547,freddy,1
2548,fredly,3
2549,free,13
2550,freeport,7
2551,frekuensi,1
2552,friend,1
2553,fringe,3
2554,frustasi,1
2555,ftt,1
2556,fucek,1
2557,fulgar,1
2558,fun,5
2559,fungsi,3
2560,furhat,1
2561,furious,1
2562,furnace,1
2563,furniture,1
2564,futsal,1
2565,future,2
2566,fx,1
2567,fya,1
2568,gaaeess,1
2569,gaakan,1
2570,gabakal,1
2571,gaban,4
2572,gabe,2
2573,gabener,10
2574,gabisa,10
2575,gabung,27
2576,gadah,2
2577,gadai,4
2578,gadget,1
2579,gading,1
2580,gaduh,2
2581,gae,2
2582,gaeees,1
2583,gaeess,1
2584,gagal,2
2585,gagap,1
2586,gagas,7
2587,gaguna,1
2588,gajah,1
2589,gajayana,2
2590,gaji,1
2591,gajin,1
2592,gakbener,1
2593,gakkumdu,1
2594,galang,1
2595,gali,2
2596,galiat,1
2597,galigo,5
2598,galunggung,2
2599,gambar,14
2600,gambir,1
2601,game,12
2602,gamecenter,1
2603,gampang,1
2604,gana,1
2605,gandeng,4
2606,gang,1
2607,ganggu,6
2608,gangs,1
2609,ganjal,2
2610,ganti,24
2611,gantu,1
2612,gantung,14
2613,gapai,1
2614,gapern,1
2615,gaplok,1
2616,gaptek,1
2617,gar,1
2618,gara,48
2619,gara2,10
2620,garang,2
2621,garap,1
2622,gardenia,1
2623,gass,1
2624,gatakut,1
2625,gathering,1
2626,gatsby,1
2627,gatsu,1
2628,gaudiamo,1
2629,gaul,1
2630,gaung,4
2631,gawang,1
2632,gawat,2
2633,gaya,2
2634,gaya2,1
2635,gblkk,1
2636,gblok,1
2637,gbr,1
2638,gctf,1
2639,gebetanmu,1
2640,gebrak,2
2641,gebug,1
2642,gede,5
2643,gedebak,2
2644,gedhenya,1
2645,gedor,1
2646,geeeeess,1
2647,geg,1
2648,gegara,7
2649,gegas,1
2650,gegayaan,1
2651,gej,1
2652,geja,1
2653,gejala,3
2654,gejala2,1
2655,geje,1
2656,gejolak,1
2657,gejrot,1
2658,gelagap,1
2659,gelagepan,1
2660,gelar,10
2661,gelas,1
2662,gelepak,1
2663,geliat,1
2664,gelincir,1
2665,gelintir,1
2666,gelisah,2
2667,gelitik,1
2668,gelombang,1
2669,gelondong,1
2670,gelontor,1
2671,geludug,1
2672,gem,1
2673,gema,2
2674,gemar,2
2675,gembala,2
2676,gembar,1
2677,gembleng,3
2678,gembor,1
2679,gemeesss,1
2680,gemes,4
2681,gemesnya,1
2682,gemessssssss,2
2683,gemetar,2
2684,gemeter,4
2685,genang,1
2686,gencar,1
2687,generated,1
2688,generation,3
2689,genetik,3
2690,genggam,1
2691,gengsi,1
2692,genqpkan,1
2693,gentayang,1
2694,genting,3
2695,gentir,1
2696,georgeous,1
2697,gepok,2
2698,gera,39
2699,gerak,63
2700,gercep,4
2701,gerebek,9
2702,gereget,1
2703,gerilya,1
2704,gerindra,20
2705,germas,1
2706,gerombol,2
2707,gesek,1
2708,geser,1
2709,gesit,1
2710,getar,1
2711,geteh,1
2712,geylang,2
2713,ggk,1
2714,ghaso,1
2715,ghebreyesus,1
2716,ghedebrus,1
2717,gian,2
2718,giant,1
2719,giat,5
2720,giay,1
2721,gibran,10
2722,gift,1
2723,gigbag,1
2724,gigi,1
2725,gigih,1
2726,gigit,5
2727,gila,3
2728,gilir,9
2729,gimana,106
2730,gimanayaa,1
2731,gimane,1
2732,gimans,1
2733,gimik,1
2734,gimn,4
2735,gin,112
2736,gina,1
2737,ginger,1
2738,gini2,1
2739,ginian,7
2740,ginii,1
2741,gip,1
2742,girang,1
2743,girder,1
2744,giring,1
2745,git,2
2746,gitar,1
2747,gitu2,2
2748,gituh,2
2749,giur,1
2750,giveaway,3
2751,giver,1
2752,gizi,1
2753,gkda,1
2754,gki,1
2755,gkn,1
2756,gladi,1
2757,glastonbury,4
2758,glek,1
2759,glenn,55
2760,glimpse,1
2761,glintung,1
2762,glodok,1
2763,glorifikasi,1
2764,glorious,1
2765,glycer,1
2766,gmbr,1
2767,gnpf,1
2768,gobert,1
2769,goblo,1
2770,goblog,2
2771,goblok,26
2772,goblok2in,1
2773,goda,2
2774,godbless,1
2775,gofood,3
2776,gog,1
2777,gogodeug,1
2778,gojekin,1
2779,gokil,1
2780,goldar,1
2781,golong,5
2782,golonga,1
2783,gombal,1
2784,gonggongin,1
2785,gono,8
2786,goobernur,1
2787,gor,1
2788,goreng,2
2789,gorong,2
2790,gos,1
2791,government,1
2792,governor,2
2793,govt,1
2794,gowa,1
2795,gowes,1
2796,goyang,2
2797,gp,4
2798,gra,1
2799,grab,10
2800,grabwheels,1
2801,grace,2
2802,graduan,1
2803,graduation,1
2804,gramed,1
2805,graphic,3
2806,gratis,4
2807,gratissssss,1
2808,gravity,1
2809,graziiass,1
2810,great,3
2811,green,1
2812,greges,1
2813,gremet,1
2814,gresik,1
2815,groceries,2
2816,groene,1
2817,grogol,1
2818,grooming,2
2819,group,4
2820,gta,1
2821,guardian,2
2822,gubah,1
2823,gubenur,2
2824,gubernur,2
2825,gubri,1
2826,gubris,1
2827,gud,1
2828,gudbener,1
2829,guesthouse,1
2830,gug,2
2831,gugat,24
2832,gugling,1
2833,guh,1
2834,gulag,2
2835,guling,2
2836,gulir,4
2837,gulung,2
2838,gumay,1
2839,gumpal,1
2840,guna,15
2841,guna2nya,1
2842,gunadarma,2
2843,guncang,8
2844,gundul,1
2845,gunship,1
2846,gunung,4
2847,gunungsari,1
2848,gunz,1
2849,guoblok,1
2850,gupta,1
2851,guptasitorus,1
2852,gura,4
2853,gurbenur,1
2854,guru,4
2855,guru2,2
2856,gusdurian,1
2857,guy,2
2858,guyon,4
2859,guysss,1
2860,gwe,1
2861,gwethingggg,1
2862,gyro,1
2863,h2valid2,1
2864,haaa,1
2865,haag,1
2866,habiburokhman,1
2867,habis,13
2868,habisin,1
2869,hacked,1
2870,hacking,1
2871,hadap,26
2872,hadapin,1
2873,hadar,1
2874,hadee,1
2875,hadeeech,1
2876,hadeeeeeh,1
2877,hadeeeh,3
2878,hadeeehhh,1
2879,hadehh,2
2880,hadehhhh,1
2881,hadepin,1
2882,hadeuhhhh,1
2883,hadiah,6
2884,hadil,1
2885,hadir,20
2886,haduuhh,1
2887,haesy,1
2888,hagia,2
2889,hago,2
2890,hahaayy,1
2891,hahah,4
2892,hahahahahaahaa,1
2893,hahahahahahah,2
2894,hahh,1
2895,haiii,2
2896,haikal,2
2897,hairspray,2
2898,haizzzz,1
2899,hajat,1
2900,hak,3
2901,hak2,1
2902,hakim,1
2903,hakon,1
2904,hal,4
2905,hal2,5
2906,halal,1
2907,halang,5
2908,haldon,1
2909,halili,1
2910,halllo,1
2911,halllooolo,1
2912,halmahera,1
2913,halodoc,3
2914,halunya,1
2915,hambat,5
2916,hamengku,1
2917,hamza,1
2918,hancur,7
2919,hand,57
2920,handal,3
2921,handle,2
2922,handphone,4
2923,handphonenya,1
2924,handrub,1
2925,handsainitizer,1
2926,handsanitizer,12
2927,handscoon,2
2928,handsinitizer,1
2929,hangat,1
2930,hangzhou,2
2931,hani,1
2932,hannovermarkt,1
2933,hansainitizernya,1
2934,hansip,1
2935,hanson,1
2936,hanta,1
2937,hantam,1
2938,hantzer,1
2939,hanura,4
2940,hany,1
2941,hapalin,1
2942,happy,7
2943,happyfresh,1
2944,hapus,8
2945,haram,1
2946,harap,22
2947,harbatah,2
2948,harddisk,1
2949,hardisk,1
2950,hardware,5
2951,harg,2
2952,harga,40
2953,hari,27
2954,harley,2
2955,harto,1
2956,hartono,1
2957,haru,3
2958,harum,1
2959,harun,40
2960,harus,6
2961,harussss,1
2962,harvard,2
2963,haryono,1
2964,hashtag,2
2965,hasibuan,2
2966,hasil,26
2967,hastag,1
2968,hastaq,1
2969,hasto,2
2970,hasut,1
2971,hasyim,2
2972,hata,1
2973,hatchie,1
2974,hate,2
2975,hateeii,1
2976,haters,2
2977,hati,13
2978,hati2,13
2979,hatorangan,1
2980,hatur,1
2981,haucek,1
2982,havard,1
2983,hawa,2
2984,hawaii,2
2985,hawatiri,1
2986,hayolooo,1
2987,hayoo,2
2988,hayoollaahh,1
2989,hazmat,3
2990,hb,1
2991,hbgan,4
2992,hbis,1
2993,hbt,2
2994,hc,1
2995,hdp,1
2996,headline,4
2997,healthy,3
2998,heater,1
2999,hebak,2
3000,hebat,3
3001,hebatdiki,2
3002,hebattt,1
3003,hectic,2
3004,hedeeeh,1
3005,heem,1
3006,heeyy,1
3007,heeyyy,1
3008,hehee,1
3009,heheh,1
3010,hehehe,6
3011,heheheh,1
3012,hehehehe,4
3013,heheheheee,1
3014,hehii,1
3015,heiiii,1
3016,helat,1
3017,held,1
3018,heli,1
3019,helm,1
3020,helm2,1
3021,helmy,1
3022,helowwwww,1
3023,helsyanto,2
3024,hemat,3
3025,hembook,1
3026,hembus,2
3027,hempat,1
3028,hen,1
3029,hendak,7
3030,hendi,1
3031,hendro,1
3032,hendropriyo,1
3033,hendropriyono,2
3034,hengki,1
3035,heni,1
3036,hensat,1
3037,henti,37
3038,hepi,4
3039,herawati,1
3040,herbal2,1
3041,herbs,2
3042,heritage,1
3043,herman,1
3044,hermina,1
3045,heroes,6
3046,heru,1
3047,heuehwuwuehu,1
3048,heula,1
3049,heureuy,1
3050,hhh,2
3051,hhhhhhh,1
3052,hias,1
3053,hibrid,1
3054,hibur,11
3055,hidang,2
3056,hidayatullah,1
3057,hideo,1
3058,hidiiiih,1
3059,hidup,13
3060,hiduplu,1
3061,hifdzi,1
3062,higga,1
3063,highlight,4
3064,hijab,2
3065,hilan,1
3066,hilang,31
3067,himalaya,1
3068,himba,1
3069,himbara,1
3070,himbau,2
3071,himbauan,15
3072,himbauannya,1
3073,himpun,1
3074,hina,12
3075,hinca,1
3076,hindar,27
3077,hindia,2
3078,hindu,2
3079,hip,4
3080,hirarkinya,2
3081,hirau,11
3082,hitung,24
3083,hiv,3
3084,hizazlul,1
3085,hkbp,1
3086,hlbk,4
3087,hmj,1
3088,hmmm,3
3089,hny,5
3090,hoaax,1
3091,hoaks,122
3092,hoax,454
3093,hoax2,27
3094,hoax23,2
3095,hoax2hoax,1
3096,hoax2valid,1
3097,hoax3,37
3098,hoax35,2
3099,hoax4,34
3100,hoax47,1
3101,hoax4hr,1
3102,hoax5,28
3103,hoax559,1
3104,hoax58,2
3105,hoax5rb,1
3106,hoax5valid,4
3107,hoax5validvalid533,1
3108,hoax6,18
3109,hoax62,1
3110,hoax663,1
3111,hoax664,1
3112,hoax66hoax,1
3113,hoax7,25
